Source IP,Destination IP,Source Port,Destination Port,Payload Length,Timestamp,Protocol ID,Protocol Name,Packet Size,Flow Size
77.244.224.50,16.162.117.109,28002,35557,-1,1564319812072,6,TCP,66,766
200.204.40.71,77.244.224.50,35557,35762,-1,1564319812073,6,TCP,66,334
16.162.117.109,77.244.224.50,35557,28002,1448,1564319812075,6,TCP,1514,767
16.162.117.109,77.244.224.50,35557,28002,1448,1564319812075,6,TCP,1514,768
16.162.117.109,77.244.224.50,35557,28002,1448,1564319812077,6,TCP,1514,769
16.162.117.109,77.244.224.50,35557,28002,1448,1564319812077,6,TCP,1514,770
77.244.224.50,16.162.117.109,28002,35557,-1,1564319812077,6,TCP,66,771
77.244.224.50,16.162.117.109,28002,35557,-1,1564319812077,6,TCP,66,772
16.162.117.109,77.244.224.50,35557,28002,1448,1564319812078,6,TCP,1514,773
16.162.117.109,77.244.224.50,35557,28002,1448,1564319812078,6,TCP,1514,774
77.244.224.50,16.162.117.109,28002,35557,-1,1564319812079,6,TCP,66,775
16.162.117.109,77.244.224.50,35557,28002,1448,1564319812079,6,TCP,1514,776
16.162.117.109,77.244.224.50,35557,28002,1448,1564319812079,6,TCP,1514,777
16.162.117.109,77.244.224.50,35557,28002,1448,1564319812080,6,TCP,1514,778
77.244.224.50,16.162.117.109,28002,35557,-1,1564319812080,6,TCP,66,779
16.162.117.109,77.244.224.50,35557,28002,1448,1564319812080,6,TCP,1514,780
77.244.224.50,16.162.117.109,28002,35557,-1,1564319812080,6,TCP,66,781
16.162.117.109,77.244.224.50,35557,28002,1448,1564319812081,6,TCP,1514,782
16.162.117.109,77.244.224.50,35557,28002,1448,1564319812081,6,TCP,1514,783
77.244.224.50,16.162.117.109,28002,35557,-1,1564319812082,6,TCP,66,784
16.162.117.109,77.244.224.50,35557,28002,1448,1564319812083,6,TCP,1514,785
16.162.117.109,77.244.224.50,35557,28002,1448,1564319812083,6,TCP,1514,786
77.244.224.50,16.162.117.109,28002,35557,-1,1564319812083,6,TCP,66,787
16.162.117.109,77.244.224.50,35557,28002,1448,1564319812084,6,TCP,1514,788
16.162.117.109,77.244.224.50,35557,28002,1448,1564319812084,6,TCP,1514,789
77.244.224.50,16.162.117.109,28002,35557,-1,1564319812084,6,TCP,66,790
16.162.117.109,77.244.224.50,35557,28002,1448,1564319812085,6,TCP,1514,791
16.162.117.109,77.244.224.50,35557,28002,1448,1564319812085,6,TCP,1514,792
77.244.224.50,16.162.117.109,28002,35557,-1,1564319812085,6,TCP,66,793
16.162.117.109,77.244.224.50,35557,28002,1448,1564319812086,6,TCP,1514,794
16.162.117.109,77.244.224.50,35557,28002,1448,1564319812086,6,TCP,1514,795
77.244.224.50,16.162.117.109,28002,35557,-1,1564319812086,6,TCP,66,796
16.162.117.109,77.244.224.50,35557,28002,1448,1564319812087,6,TCP,1514,797
16.162.117.109,77.244.224.50,35557,28002,1448,1564319812087,6,TCP,1514,798
77.244.224.50,16.162.117.109,28002,35557,-1,1564319812087,6,TCP,66,799
16.162.117.109,77.244.224.50,35557,28002,1448,1564319812088,6,TCP,1514,800
16.162.117.109,77.244.224.50,35557,28002,1448,1564319812088,6,TCP,1514,801
16.162.117.109,77.244.224.50,35557,28002,1448,1564319812089,6,TCP,1514,802
16.162.117.109,77.244.224.50,35557,28002,1448,1564319812089,6,TCP,1514,803
16.162.117.109,77.244.224.50,35557,28002,1448,1564319812090,6,TCP,1514,804
16.162.117.109,77.244.224.50,35557,28002,1448,1564319812090,6,TCP,1514,805
77.244.224.50,16.162.117.109,28002,35557,-1,1564319812091,6,TCP,66,806
77.244.224.50,16.162.117.109,28002,35557,-1,1564319812091,6,TCP,66,807
77.244.224.50,16.162.117.109,28002,35557,-1,1564319812091,6,TCP,66,808
16.162.117.109,77.244.224.50,35557,28002,1448,1564319812091,6,TCP,1514,809
16.162.117.109,77.244.224.50,35557,28002,33,1564319812091,6,TCP,99,810
16.162.117.109,77.244.224.50,35557,28002,1448,1564319812091,6,TCP,1514,811
16.162.117.109,77.244.224.50,35557,28002,1448,1564319812092,6,TCP,1514,812
77.244.224.50,16.162.117.109,28002,35557,-1,1564319812093,6,TCP,66,813
16.162.117.109,77.244.224.50,35557,28002,1448,1564319812124,6,TCP,1514,814
16.162.117.109,77.244.224.50,35557,28002,1448,1564319812124,6,TCP,1514,815
16.162.117.109,77.244.224.50,35557,28002,1448,1564319812124,6,TCP,1514,816
16.162.117.109,77.244.224.50,35557,28002,1448,1564319812124,6,TCP,1514,817
16.162.117.109,77.244.224.50,35557,28002,1448,1564319812124,6,TCP,1514,818
16.162.117.109,77.244.224.50,35557,28002,1448,1564319812124,6,TCP,1514,819
16.162.117.109,77.244.224.50,35557,28002,1448,1564319812124,6,TCP,1514,820
16.162.117.109,77.244.224.50,35557,28002,1448,1564319812124,6,TCP,1514,821
16.162.117.109,77.244.224.50,35557,28002,1448,1564319812124,6,TCP,1514,822
16.162.117.109,77.244.224.50,35557,28002,1448,1564319812124,6,TCP,1514,823
16.162.117.109,77.244.224.50,35557,28002,1448,1564319812124,6,TCP,1514,824
16.162.117.109,77.244.224.50,35557,28002,1448,1564319812124,6,TCP,1514,825
16.162.117.109,77.244.224.50,35557,28002,425,1564319812124,6,TCP,491,826
77.244.224.50,16.162.117.109,28002,35557,-1,1564319812125,6,TCP,66,827
77.244.224.50,200.204.40.71,35762,35557,91,1564319812125,6,TCP,157,335
77.244.224.50,200.204.40.71,35762,35557,93,1564319812125,6,TCP,159,336
77.244.224.50,16.162.117.109,28002,35557,-1,1564319812127,6,TCP,66,828
77.244.224.50,16.162.117.109,28002,35557,-1,1564319812127,6,TCP,66,829
77.244.224.50,16.162.117.109,28002,35557,-1,1564319812130,6,TCP,66,830
200.204.40.71,77.244.224.50,35557,35762,-1,1564319812130,6,TCP,66,337
200.204.40.71,77.244.224.50,35557,35762,-1,1564319812130,6,TCP,66,338
77.244.224.50,16.162.117.109,28002,35557,-1,1564319812135,6,TCP,66,831
77.244.224.50,16.162.117.109,28002,35557,-1,1564319812135,6,TCP,66,832
77.244.224.50,16.162.117.109,28002,35557,-1,1564319812150,6,TCP,66,833
77.244.224.50,200.204.40.71,35762,35557,1368,1564319812162,6,TCP,1434,339
77.244.224.50,200.204.40.71,35762,35557,1515,1564319812162,6,TCP,1581,340
77.244.224.50,200.204.40.71,35762,35557,2883,1564319812163,6,TCP,2949,341
77.244.224.50,200.204.40.71,35762,35557,2883,1564319812164,6,TCP,2949,342
77.244.224.50,200.204.40.71,35762,35557,101,1564319812164,6,TCP,167,343
200.204.40.71,77.244.224.50,35557,35762,-1,1564319812168,6,TCP,66,344
200.204.40.71,77.244.224.50,35557,35762,-1,1564319812168,6,TCP,66,345
200.204.40.71,77.244.224.50,35557,35762,-1,1564319812168,6,TCP,66,346
200.204.40.71,77.244.224.50,35557,35762,-1,1564319812168,6,TCP,66,347
200.204.40.71,77.244.224.50,35557,35762,-1,1564319812168,6,TCP,66,348
200.204.40.71,77.244.224.50,35557,35762,-1,1564319812168,6,TCP,66,349
77.244.224.50,200.204.40.71,35762,35557,37,1564319812169,6,TCP,103,350
200.204.40.71,77.244.224.50,35557,35762,-1,1564319812169,6,TCP,66,351
200.204.40.71,77.244.224.50,35557,35762,-1,1564319812169,6,TCP,66,352
200.204.40.71,77.244.224.50,35557,35762,-1,1564319812169,6,TCP,66,353
200.204.40.71,77.244.224.50,35557,35762,-1,1564319812169,6,TCP,66,354
200.204.40.71,77.244.224.50,35557,35762,-1,1564319812174,6,TCP,66,355
77.244.224.50,235.102.223.166,48299,48299,178,1564319812236,17,UDP,220,17
77.244.224.50,235.102.223.166,48299,48299,178,1564319812236,17,UDP,220,18
77.244.224.50,235.102.223.166,48299,48299,405,1564319812236,17,UDP,447,19
77.244.224.50,235.102.223.166,48299,48299,405,1564319812236,17,UDP,447,20
77.244.224.50,235.102.223.166,48299,48299,428,1564319812243,17,UDP,470,21
77.244.224.50,235.102.223.166,48299,48299,428,1564319812244,17,UDP,470,22
77.244.224.50,235.102.223.166,48299,48299,226,1564319812244,17,UDP,268,23
77.244.224.50,235.102.223.166,48299,48299,226,1564319812244,17,UDP,268,24
200.204.40.71,77.244.224.50,35557,35762,70,1564319812483,6,TCP,136,356
200.204.40.71,77.244.224.50,35557,35762,73,1564319812483,6,TCP,139,357
200.204.40.71,77.244.224.50,35557,35762,180,1564319812483,6,TCP,246,358
77.244.224.50,200.204.40.71,35762,35557,-1,1564319812489,6,TCP,66,359
77.244.224.50,200.204.40.71,35762,35557,-1,1564319812526,6,TCP,66,360
200.204.40.71,77.244.224.50,35557,35762,995,1564319812573,6,TCP,1061,361
200.204.40.71,77.244.224.50,35557,35762,177,1564319812573,6,TCP,243,362
200.204.40.71,77.244.224.50,35557,35762,232,1564319812573,6,TCP,298,363
200.204.40.71,77.244.224.50,35557,35762,66,1564319812573,6,TCP,132,364
200.204.40.71,77.244.224.50,35557,35762,271,1564319812573,6,TCP,337,365
200.204.40.71,77.244.224.50,35557,35762,31,1564319812573,6,TCP,97,366
200.204.40.71,77.244.224.50,35557,35762,39,1564319812573,6,TCP,105,367
200.204.40.71,77.244.224.50,35557,35762,67,1564319812573,6,TCP,133,368
77.244.224.50,200.204.40.71,35762,35557,-1,1564319812579,6,TCP,66,369
77.244.224.50,200.204.40.71,35762,35557,-1,1564319812592,6,TCP,66,370
77.244.224.50,200.204.40.71,35762,35557,-1,1564319812592,6,TCP,66,371
77.244.224.50,200.204.40.71,35762,35557,-1,1564319812592,6,TCP,66,372
77.244.224.50,200.204.40.71,35762,35557,-1,1564319812592,6,TCP,66,373
77.244.224.50,200.204.40.71,35762,35557,39,1564319812592,6,TCP,105,374
200.204.40.71,77.244.224.50,35557,35762,-1,1564319812598,6,TCP,66,375
77.244.224.50,200.204.40.71,35762,35557,91,1564319812609,6,TCP,157,376
77.244.224.50,200.204.40.71,35762,35557,93,1564319812609,6,TCP,159,377
200.204.40.71,77.244.224.50,35557,35762,-1,1564319812614,6,TCP,66,378
200.204.40.71,77.244.224.50,35557,35762,-1,1564319812614,6,TCP,66,379
77.244.224.50,200.204.40.71,35762,35557,1368,1564319812618,6,TCP,1434,380
77.244.224.50,200.204.40.71,35762,35557,1515,1564319812618,6,TCP,1581,381
77.244.224.50,200.204.40.71,35762,35557,2883,1564319812619,6,TCP,2949,382
77.244.224.50,200.204.40.71,35762,35557,2716,1564319812619,6,TCP,2782,383
77.244.224.50,200.204.40.71,35762,35557,37,1564319812619,6,TCP,103,384
200.204.40.71,77.244.224.50,35557,35762,-1,1564319812624,6,TCP,66,385
200.204.40.71,77.244.224.50,35557,35762,-1,1564319812624,6,TCP,66,386
200.204.40.71,77.244.224.50,35557,35762,-1,1564319812624,6,TCP,66,387
200.204.40.71,77.244.224.50,35557,35762,-1,1564319812625,6,TCP,66,388
200.204.40.71,77.244.224.50,35557,35762,-1,1564319812625,6,TCP,66,389
200.204.40.71,77.244.224.50,35557,35762,-1,1564319812625,6,TCP,66,390
200.204.40.71,77.244.224.50,35557,35762,-1,1564319812625,6,TCP,66,391
200.204.40.71,77.244.224.50,35557,35762,-1,1564319812625,6,TCP,66,392
200.204.40.71,77.244.224.50,35557,35762,-1,1564319812625,6,TCP,66,393
200.204.40.71,77.244.224.50,35557,35762,70,1564319812956,6,TCP,136,394
200.204.40.71,77.244.224.50,35557,35762,157,1564319812956,6,TCP,223,395
200.204.40.71,77.244.224.50,35557,35762,131,1564319812956,6,TCP,197,396
77.244.224.50,200.204.40.71,35762,35557,-1,1564319812958,6,TCP,66,397
200.204.40.71,77.244.224.50,35557,35762,905,1564319813055,6,TCP,971,398
200.204.40.71,77.244.224.50,35557,35762,129,1564319813055,6,TCP,195,399
200.204.40.71,77.244.224.50,35557,35762,145,1564319813055,6,TCP,211,400
200.204.40.71,77.244.224.50,35557,35762,67,1564319813056,6,TCP,133,401
200.204.40.71,77.244.224.50,35557,35762,53,1564319813056,6,TCP,119,402
200.204.40.71,77.244.224.50,35557,35762,205,1564319813056,6,TCP,271,403
200.204.40.71,77.244.224.50,35557,35762,39,1564319813056,6,TCP,105,404
200.204.40.71,77.244.224.50,35557,35762,31,1564319813056,6,TCP,97,405
77.244.224.50,200.204.40.71,35762,35557,-1,1564319813056,6,TCP,66,406
77.244.224.50,200.204.40.71,35762,35557,-1,1564319813057,6,TCP,66,407
77.244.224.50,200.204.40.71,35762,35557,-1,1564319813058,6,TCP,66,408
77.244.224.50,200.204.40.71,35762,35557,39,1564319813062,6,TCP,105,409
200.204.40.71,77.244.224.50,35557,35762,-1,1564319813068,6,TCP,66,410
77.244.224.50,200.204.40.71,35762,35557,91,1564319813114,6,TCP,157,411
77.244.224.50,200.204.40.71,35762,35557,94,1564319813114,6,TCP,160,412
77.244.224.50,200.204.40.71,35762,35557,1368,1564319813118,6,TCP,1434,413
77.244.224.50,200.204.40.71,35762,35557,1515,1564319813119,6,TCP,1581,414
200.204.40.71,77.244.224.50,35557,35762,-1,1564319813120,6,TCP,66,415
77.244.224.50,200.204.40.71,35762,35557,2883,1564319813120,6,TCP,2949,416
200.204.40.71,77.244.224.50,35557,35762,-1,1564319813120,6,TCP,66,417
77.244.224.50,200.204.40.71,35762,35557,2736,1564319813120,6,TCP,2802,418
77.244.224.50,200.204.40.71,35762,35557,250,1564319813121,6,TCP,316,419
77.244.224.50,200.204.40.71,35762,35557,37,1564319813121,6,TCP,103,420
200.204.40.71,77.244.224.50,35557,35762,-1,1564319813124,6,TCP,66,421
200.204.40.71,77.244.224.50,35557,35762,-1,1564319813124,6,TCP,66,422
200.204.40.71,77.244.224.50,35557,35762,-1,1564319813124,6,TCP,66,423
200.204.40.71,77.244.224.50,35557,35762,-1,1564319813125,6,TCP,66,424
200.204.40.71,77.244.224.50,35557,35762,-1,1564319813125,6,TCP,66,425
200.204.40.71,77.244.224.50,35557,35762,-1,1564319813125,6,TCP,66,426
200.204.40.71,77.244.224.50,35557,35762,-1,1564319813126,6,TCP,66,427
200.204.40.71,77.244.224.50,35557,35762,-1,1564319813126,6,TCP,66,428
200.204.40.71,77.244.224.50,35557,35762,-1,1564319813126,6,TCP,66,429
200.204.40.71,77.244.224.50,35557,35762,-1,1564319813126,6,TCP,66,430
77.244.224.50,200.204.40.30,58476,35557,1350,1564319813240,17,UDP,1392,78
77.244.224.50,200.204.40.30,58476,35557,1350,1564319813240,17,UDP,1392,79
77.244.224.50,200.204.40.30,58476,35557,974,1564319813240,17,UDP,1016,80
77.244.224.50,200.204.40.30,58476,35557,1350,1564319813241,17,UDP,1392,81
77.244.224.50,200.204.40.30,58476,35557,102,1564319813241,17,UDP,144,82
200.204.40.30,77.244.224.50,35557,58476,20,1564319813246,17,UDP,62,83
200.204.40.30,77.244.224.50,35557,58476,20,1564319813247,17,UDP,62,84
77.244.224.50,235.102.223.166,48299,48299,178,1564319813256,17,UDP,220,25
77.244.224.50,235.102.223.166,48299,48299,178,1564319813256,17,UDP,220,26
77.244.224.50,235.102.223.166,48299,48299,405,1564319813256,17,UDP,447,27
77.244.224.50,235.102.223.166,48299,48299,405,1564319813256,17,UDP,447,28
77.244.224.50,235.102.223.166,48299,48299,428,1564319813259,17,UDP,470,29
77.244.224.50,235.102.223.166,48299,48299,428,1564319813259,17,UDP,470,30
77.244.224.50,235.102.223.166,48299,48299,226,1564319813259,17,UDP,268,31
77.244.224.50,235.102.223.166,48299,48299,226,1564319813259,17,UDP,268,32
200.204.40.71,77.244.224.50,35557,35762,35,1564319813383,6,TCP,101,431
200.204.40.30,77.244.224.50,35557,58476,147,1564319813400,17,UDP,189,85
200.204.40.30,77.244.224.50,35557,58476,18,1564319813401,17,UDP,60,86
77.244.224.50,200.204.40.30,58476,35557,28,1564319813427,17,UDP,70,87
77.244.224.50,200.204.40.71,35762,35557,-1,1564319813427,6,TCP,66,432
200.204.40.71,77.244.224.50,35557,35762,71,1564319813473,6,TCP,137,433
200.204.40.71,77.244.224.50,35557,35762,101,1564319813473,6,TCP,167,434
200.204.40.71,77.244.224.50,35557,35762,164,1564319813473,6,TCP,230,435
77.244.224.50,200.204.40.71,35762,35557,-1,1564319813476,6,TCP,66,436
77.244.224.50,200.204.40.71,35762,35557,-1,1564319813476,6,TCP,66,437
77.244.224.50,200.204.40.71,35762,35557,-1,1564319813477,6,TCP,66,438
200.204.40.71,77.244.224.50,35557,35762,990,1564319813563,6,TCP,1056,439
200.204.40.71,77.244.224.50,35557,35762,237,1564319813563,6,TCP,303,440
200.204.40.71,77.244.224.50,35557,35762,241,1564319813563,6,TCP,307,441
200.204.40.71,77.244.224.50,35557,35762,67,1564319813563,6,TCP,133,442
200.204.40.71,77.244.224.50,35557,35762,41,1564319813563,6,TCP,107,443
200.204.40.71,77.244.224.50,35557,35762,199,1564319813564,6,TCP,265,444
200.204.40.71,77.244.224.50,35557,35762,39,1564319813564,6,TCP,105,445
200.204.40.71,77.244.224.50,35557,35762,31,1564319813564,6,TCP,97,446
77.244.224.50,200.204.40.71,35762,35557,-1,1564319813568,6,TCP,66,447
77.244.224.50,200.204.40.71,35762,35557,-1,1564319813568,6,TCP,66,448
77.244.224.50,200.204.40.71,35762,35557,-1,1564319813568,6,TCP,66,449
77.244.224.50,200.204.40.71,35762,35557,-1,1564319813568,6,TCP,66,450
77.244.224.50,200.204.40.71,35762,35557,-1,1564319813568,6,TCP,66,451
77.244.224.50,200.204.40.71,35762,35557,-1,1564319813568,6,TCP,66,452
77.244.224.50,200.204.40.71,35762,35557,-1,1564319813569,6,TCP,66,453
77.244.224.50,200.204.40.71,35762,35557,-1,1564319813569,6,TCP,66,454
77.244.224.50,200.204.40.71,35762,35557,39,1564319813571,6,TCP,105,455
200.204.40.71,77.244.224.50,35557,35762,-1,1564319813576,6,TCP,66,456
77.244.224.50,200.204.40.245,11946,35557,23,1564319819256,17,UDP,65,11
200.204.40.245,77.244.224.50,35557,11946,22,1564319819263,17,UDP,64,12
77.244.224.50,200.204.40.22,64647,35557,23,1564319819958,17,UDP,65,56
200.204.40.22,77.244.224.50,35557,64647,20,1564319819989,17,UDP,62,57
77.244.224.50,200.204.32.219,21225,35557,23,1564319820152,17,UDP,65,5
200.204.32.219,77.244.224.50,35557,21225,20,1564319820183,17,UDP,62,6
77.244.224.50,173.178.187.77,13848,57877,-1,1564319822325,6,TCP,66,1
173.178.187.77,77.244.224.50,57877,13848,-1,1564319822346,6,TCP,66,2
77.244.224.50,79.120.24.112,18969,31980,47,1564319823848,17,UDP,89,1
79.120.24.112,77.244.224.50,31980,18969,63,1564319823855,17,UDP,105,2
77.244.224.50,200.204.40.18,5393,35557,1350,1564319823865,17,UDP,1392,1
77.244.224.50,200.204.40.18,5393,35557,374,1564319823866,17,UDP,416,2
200.204.40.18,77.244.224.50,35557,5393,1350,1564319823914,17,UDP,1392,3
200.204.40.18,77.244.224.50,35557,5393,31,1564319823914,17,UDP,73,4
200.204.40.18,77.244.224.50,35557,5393,98,1564319823914,17,UDP,140,5
200.204.40.18,77.244.224.50,35557,5393,20,1564319823914,17,UDP,62,6
77.244.224.50,200.204.40.18,5393,35557,1350,1564319823916,17,UDP,1392,7
77.244.224.50,200.204.40.18,5393,35557,41,1564319823924,17,UDP,83,8
77.244.224.50,200.204.40.18,5393,35557,28,1564319823924,17,UDP,70,9
200.204.40.18,77.244.224.50,35557,5393,23,1564319823930,17,UDP,65,10
77.244.224.50,200.204.40.18,5393,35557,28,1564319823960,17,UDP,70,11
77.244.224.50,200.204.40.30,58476,35557,23,1564319828254,17,UDP,65,88
200.204.40.30,77.244.224.50,35557,58476,20,1564319828285,17,UDP,62,89
200.204.40.245,77.244.224.50,35557,11946,43,1564319829543,17,UDP,85,13
77.244.224.50,200.204.40.245,11946,35557,29,1564319829588,17,UDP,71,14
77.244.224.50,79.120.24.112,40979,31980,32,1564319830787,17,UDP,74,1
79.120.24.112,77.244.224.50,31980,40979,48,1564319830794,17,UDP,90,2
77.244.224.50,79.120.24.112,29685,31980,32,1564319830795,17,UDP,74,1
79.120.24.112,77.244.224.50,31980,29685,60,1564319830801,17,UDP,102,2
77.244.224.96,77.244.224.253,4789,4789,156,1564319832654,17,UDP,198,2
77.244.224.50,54.160.218.125,54359,57877,-1,1564319836085,6,TCP,66,1
54.160.218.125,77.244.224.50,57877,54359,-1,1564319836107,6,TCP,66,2
77.244.224.50,79.120.24.112,19278,31980,37,1564319836428,17,UDP,79,1
79.120.24.112,77.244.224.50,31980,19278,77,1564319836435,17,UDP,119,2
77.244.224.50,200.204.40.221,59612,35557,1350,1564319836449,17,UDP,1392,1
200.204.40.221,77.244.224.50,35557,59612,1350,1564319836473,17,UDP,1392,2
200.204.40.221,77.244.224.50,35557,59612,31,1564319836473,17,UDP,73,3
77.244.224.50,200.204.40.221,59612,35557,39,1564319836478,17,UDP,81,4
77.244.224.50,200.204.40.221,59612,35557,28,1564319836478,17,UDP,70,5
77.244.224.50,200.204.40.221,59612,35557,1350,1564319836479,17,UDP,1392,6
77.244.224.50,200.204.40.221,59612,35557,1350,1564319836480,17,UDP,1392,7
77.244.224.50,200.204.40.221,59612,35557,1350,1564319836480,17,UDP,1392,8
77.244.224.50,200.204.40.221,59612,35557,1350,1564319836480,17,UDP,1392,9
77.244.224.50,200.204.40.221,59612,35557,1350,1564319836481,17,UDP,1392,10
77.244.224.50,200.204.40.221,59612,35557,1350,1564319836481,17,UDP,1392,11
77.244.224.50,200.204.40.221,59612,35557,1350,1564319836481,17,UDP,1392,12
77.244.224.50,200.204.40.221,59612,35557,1350,1564319836481,17,UDP,1392,13
77.244.224.50,200.204.40.221,59612,35557,1350,1564319836482,17,UDP,1392,14
77.244.224.50,200.204.40.221,59612,35557,1350,1564319836482,17,UDP,1392,15
77.244.224.50,200.204.40.221,59612,35557,1350,1564319836482,17,UDP,1392,16
77.244.224.50,200.204.40.221,59612,35557,1350,1564319836482,17,UDP,1392,17
200.204.40.221,77.244.224.50,35557,59612,20,1564319836514,17,UDP,62,18
200.204.40.221,77.244.224.50,35557,59612,20,1564319836514,17,UDP,62,19
200.204.40.221,77.244.224.50,35557,59612,20,1564319836514,17,UDP,62,20
200.204.40.221,77.244.224.50,35557,59612,20,1564319836514,17,UDP,62,21
200.204.40.221,77.244.224.50,35557,59612,20,1564319836514,17,UDP,62,22
200.204.40.221,77.244.224.50,35557,59612,20,1564319836514,17,UDP,62,23
77.244.224.50,200.204.40.221,59612,35557,380,1564319836515,17,UDP,422,24
200.204.40.221,77.244.224.50,35557,59612,234,1564319836540,17,UDP,276,25
200.204.40.221,77.244.224.50,35557,59612,59,1564319836540,17,UDP,101,26
77.244.224.50,200.204.40.221,59612,35557,28,1564319836542,17,UDP,70,27
77.244.224.50,200.204.40.245,11946,35557,23,1564319844546,17,UDP,65,15
200.204.40.245,77.244.224.50,35557,11946,22,1564319844554,17,UDP,64,16
77.244.224.50,200.204.40.221,59612,35557,23,1564319851484,17,UDP,65,28
16.162.117.109,77.244.224.50,35557,28002,23,1564319851504,6,TCP,89,834
16.162.117.109,77.244.224.50,35557,28002,-1,1564319851504,6,TCP,66,835
77.244.224.50,16.162.117.109,28002,35557,-1,1564319851505,6,TCP,66,836
77.244.224.50,16.162.117.109,28002,35557,-1,1564319851506,6,TCP,66,837
200.204.40.221,77.244.224.50,35557,59612,20,1564319851544,17,UDP,62,29
16.162.117.109,77.244.224.50,35557,28002,-1,1564319851544,6,TCP,66,838
200.204.40.245,77.244.224.50,35557,11946,43,1564319855234,17,UDP,85,17
77.244.224.50,200.204.40.245,11946,35557,29,1564319855272,17,UDP,71,18
77.244.224.50,200.204.40.27,38604,35557,-1,1564319855780,6,TCP,66,30
200.204.40.27,77.244.224.50,35557,38604,-1,1564319855786,6,TCP,66,31
77.244.224.50,200.204.40.71,35762,35557,91,1564319858426,6,TCP,157,457
77.244.224.50,200.204.40.71,35762,35557,39,1564319858426,6,TCP,105,458
77.244.224.50,200.204.40.71,35762,35557,93,1564319858428,6,TCP,159,459
200.204.40.71,77.244.224.50,35557,35762,-1,1564319858431,6,TCP,66,460
200.204.40.71,77.244.224.50,35557,35762,-1,1564319858431,6,TCP,66,461
200.204.40.71,77.244.224.50,35557,35762,39,1564319858432,6,TCP,105,462
200.204.40.71,77.244.224.50,35557,35762,-1,1564319858437,6,TCP,66,463
77.244.224.50,200.204.40.71,35762,35557,1368,1564319858442,6,TCP,1434,464
77.244.224.50,200.204.40.71,35762,35557,1515,1564319858442,6,TCP,1581,465
77.244.224.50,200.204.40.71,35762,35557,2883,1564319858443,6,TCP,2949,466
77.244.224.50,200.204.40.71,35762,35557,1368,1564319858443,6,TCP,1434,467
77.244.224.50,200.204.40.71,35762,35557,1515,1564319858444,6,TCP,1581,468
77.244.224.50,200.204.40.71,35762,35557,106,1564319858444,6,TCP,172,469
200.204.40.71,77.244.224.50,35557,35762,-1,1564319858474,6,TCP,66,470
200.204.40.71,77.244.224.50,35557,35762,-1,1564319858474,6,TCP,66,471
200.204.40.71,77.244.224.50,35557,35762,-1,1564319858474,6,TCP,66,472
200.204.40.71,77.244.224.50,35557,35762,-1,1564319858474,6,TCP,66,473
200.204.40.71,77.244.224.50,35557,35762,-1,1564319858474,6,TCP,66,474
200.204.40.71,77.244.224.50,35557,35762,-1,1564319858474,6,TCP,66,475
200.204.40.71,77.244.224.50,35557,35762,-1,1564319858474,6,TCP,66,476
200.204.40.71,77.244.224.50,35557,35762,-1,1564319858474,6,TCP,66,477
200.204.40.71,77.244.224.50,35557,35762,-1,1564319858474,6,TCP,66,478
200.204.40.71,77.244.224.50,35557,35762,-1,1564319858474,6,TCP,66,479
77.244.224.50,200.204.40.71,35762,35557,37,1564319858477,6,TCP,103,480
200.204.40.71,77.244.224.50,35557,35762,-1,1564319858483,6,TCP,66,481
200.204.40.71,77.244.224.50,35557,35762,71,1564319858777,6,TCP,137,482
200.204.40.71,77.244.224.50,35557,35762,194,1564319858778,6,TCP,260,483
200.204.40.71,77.244.224.50,35557,35762,208,1564319858778,6,TCP,274,484
77.244.224.50,200.204.40.71,35762,35557,-1,1564319858780,6,TCP,66,485
200.204.40.71,77.244.224.50,35557,35762,926,1564319858868,6,TCP,992,486
200.204.40.71,77.244.224.50,35557,35762,227,1564319858868,6,TCP,293,487
200.204.40.71,77.244.224.50,35557,35762,224,1564319858869,6,TCP,290,488
200.204.40.71,77.244.224.50,35557,35762,67,1564319858869,6,TCP,133,489
200.204.40.71,77.244.224.50,35557,35762,53,1564319858869,6,TCP,119,490
200.204.40.71,77.244.224.50,35557,35762,263,1564319858870,6,TCP,329,491
200.204.40.71,77.244.224.50,35557,35762,39,1564319858870,6,TCP,105,492
200.204.40.71,77.244.224.50,35557,35762,31,1564319858870,6,TCP,97,493
77.244.224.50,200.204.40.71,35762,35557,-1,1564319858873,6,TCP,78,494
77.244.224.50,200.204.40.71,35762,35557,-1,1564319858874,6,TCP,86,495
77.244.224.50,200.204.40.71,35762,35557,-1,1564319858876,6,TCP,94,496
77.244.224.50,200.204.40.71,35762,35557,-1,1564319858876,6,TCP,94,497
77.244.224.50,200.204.40.71,35762,35557,35,1564319858890,6,TCP,129,498
200.204.40.71,77.244.224.50,35557,35762,-1,1564319858924,6,TCP,66,499
200.204.40.71,77.244.224.50,35557,35762,227,1564319858924,6,TCP,293,500
200.204.40.71,77.244.224.50,35557,35762,67,1564319858924,6,TCP,133,501
200.204.40.71,77.244.224.50,35557,35762,263,1564319858924,6,TCP,329,502
77.244.224.50,200.204.40.71,35762,35557,35,1564319858925,6,TCP,129,503
77.244.224.50,200.204.40.71,35762,35557,-1,1564319858929,6,TCP,86,504
77.244.224.50,200.204.40.71,35762,35557,-1,1564319858929,6,TCP,78,505
77.244.224.50,200.204.40.71,35762,35557,-1,1564319858929,6,TCP,66,506
